,presapp_foreignstr,guarpr_dpc,guarpr_rpc,envir_gwarm,envir_nuke,envir_drill,envjob_rpc,envjob_dpc,inspre_dpc,inspre_rpc,ineq_incgap_x,ineqinc_ineqreduc,econcand_rwin,econcand_dwin,immigpo_level,immigpo_jobs,immig_policy,milln_milltax_x,iran_nukeinvd,iran_nuksanct,china_econ,war_worthit,war_terror,israel_support,defsppr_dpc,defsppr_rpc,prevote_intpreswho,postvote_presvtwho,prevote_intpresst
1182,2,3.0,7.0,2,3,3,3.0,4.0,1.0,7.0,4.0,3,1.0,2.0,3.0,1.0,1.0,7.0,3,3,1,2,1,2,4.0,1.0,2.0,2.0,1.0
1183,2,1.0,4.0,2,1,2,3.0,2.0,2.0,5.0,5.0,3,2.0,1.0,3.0,2.0,3.0,7.0,3,3,3,1,3,2,2.0,6.0,-1.0,1.0,-1.0
1184,2,3.0,7.0,2,3,1,6.0,4.0,2.0,3.0,5.0,3,3.0,1.0,3.0,2.0,4.0,6.0,1,1,1,1,3,3,5.0,5.0,1.0,1.0,1.0
1185,1,4.0,6.0,2,2,3,4.0,2.0,3.0,6.0,5.0,2,3.0,1.0,2.0,2.0,3.0,7.0,1,3,3,2,2,2,5.0,6.0,1.0,1.0,1.0
1186,2,2.0,7.0,1,2,3,6.0,2.0,1.0,7.0,5.0,3,1.0,3.0,1.0,4.0,3.0,6.0,1,3,1,1,3,2,1.0,5.0,2.0,2.0,1.0
1187,2,4.0,4.0,2,2,3,5.0,1.0,4.0,1.0,5.0,2,3.0,1.0,3.0,1.0,3.0,7.0,2,2,1,2,1,2,1.0,1.0,-1.0,-1.0,-1.0
1188,1,3.0,5.0,2,2,1,6.0,2.0,2.0,6.0,5.0,3,3.0,1.0,2.0,4.0,3.0,6.0,2,-1,1,-1,1,2,5.0,6.0,1.0,1.0,1.0
1189,2,1.0,7.0,2,3,3,7.0,1.0,7.0,1.0,5.0,3,3.0,1.0,2.0,2.0,1.0,2.0,1,1,2,2,2,2,7.0,1.0,1.0,1.0,1.0
1190,2,1.0,6.0,2,2,2,5.0,2.0,1.0,7.0,5.0,2,2.0,1.0,3.0,4.0,3.0,7.0,1,2,2,1,3,2,6.0,7.0,-1.0,1.0,-1.0
1191,2,3.0,-1.0,2,-1,3,-1.0,3.0,4.0,-1.0,4.0,2,3.0,1.0,2.0,3.0,3.0,6.0,3,-1,-1,-1,3,2,5.0,2.0,1.0,1.0,1.0
1192,2,1.0,1.0,2,2,2,7.0,1.0,7.0,1.0,5.0,2,3.0,1.0,2.0,4.0,3.0,7.0,3,2,1,2,1,2,7.0,1.0,1.0,1.0,1.0
1193,2,4.0,4.0,2,2,1,4.0,4.0,4.0,4.0,3.0,1,2.0,1.0,1.0,2.0,2.0,6.0,2,1,-1,2,2,-1,4.0,4.0,-1.0,-1.0,-1.0
1194,2,2.0,6.0,2,2,3,5.0,2.0,4.0,6.0,4.0,3,2.0,1.0,3.0,2.0,3.0,7.0,1,1,2,2,1,2,3.0,2.0,1.0,1.0,1.0
1195,-1,4.0,4.0,2,2,2,3.0,3.0,5.0,3.0,4.0,3,2.0,2.0,1.0,3.0,3.0,7.0,1,3,1,1,2,2,5.0,4.0,1.0,1.0,2.0
1196,2,2.0,7.0,2,2,3,4.0,1.0,1.0,7.0,5.0,2,3.0,1.0,3.0,3.0,3.0,7.0,1,3,3,1,3,2,5.0,2.0,1.0,1.0,1.0
1197,2,3.0,6.0,2,1,1,6.0,5.0,3.0,6.0,5.0,3,3.0,1.0,3.0,1.0,3.0,6.0,3,3,3,1,2,2,6.0,3.0,1.0,1.0,1.0
1198,2,2.0,7.0,2,2,3,2.0,2.0,1.0,7.0,4.0,2,2.0,2.0,2.0,4.0,3.0,7.0,2,2,2,1,3,2,1.0,7.0,1.0,1.0,1.0
1199,2,2.0,7.0,2,3,3,7.0,1.0,2.0,7.0,5.0,1,3.0,1.0,1.0,4.0,3.0,7.0,3,3,1,2,1,2,4.0,7.0,1.0,1.0,1.0
1200,1,5.0,4.0,2,1,1,2.0,4.0,4.0,3.0,3.0,3,3.0,1.0,2.0,2.0,3.0,7.0,1,2,1,1,3,2,5.0,2.0,-1.0,-1.0,-1.0
1201,-1,1.0,7.0,2,3,3,7.0,1.0,1.0,7.0,5.0,1,3.0,1.0,1.0,4.0,3.0,7.0,3,3,1,1,3,3,1.0,7.0,-1.0,-1.0,-1.0
1202,2,1.0,7.0,1,2,1,7.0,1.0,7.0,1.0,5.0,-1,3.0,1.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,2,3,-1,5.0,1.0,-1.0,-1.0,-1.0
1203,2,1.0,7.0,2,1,1,7.0,1.0,1.0,7.0,5.0,2,2.0,1.0,3.0,1.0,4.0,7.0,1,2,2,2,2,2,7.0,2.0,1.0,-1.0,1.0
1204,2,1.0,7.0,1,2,2,6.0,1.0,1.0,7.0,4.0,1,3.0,2.0,1.0,4.0,1.0,7.0,3,2,3,1,3,2,7.0,1.0,1.0,1.0,1.0
1205,2,1.0,7.0,2,1,1,7.0,1.0,1.0,7.0,5.0,1,3.0,1.0,2.0,3.0,2.0,7.0,1,1,2,1,3,2,7.0,1.0,1.0,1.0,1.0
1206,2,1.0,7.0,2,3,3,7.0,1.0,1.0,7.0,5.0,1,3.0,1.0,1.0,4.0,1.0,1.0,3,3,1,2,1,2,7.0,1.0,1.0,-1.0,1.0
1207,2,4.0,7.0,2,2,3,5.0,4.0,1.0,7.0,4.0,2,2.0,1.0,3.0,2.0,3.0,7.0,1,3,3,1,2,2,3.0,5.0,1.0,1.0,1.0
1208,2,1.0,7.0,2,1,3,6.0,1.0,7.0,5.0,5.0,1,3.0,1.0,2.0,4.0,3.0,7.0,3,3,3,2,2,2,7.0,1.0,1.0,1.0,1.0
1209,1,3.0,6.0,2,3,1,6.0,4.0,3.0,4.0,5.0,1,3.0,1.0,3.0,3.0,3.0,7.0,3,1,1,1,1,3,4.0,5.0,1.0,1.0,1.0
1210,2,1.0,7.0,1,3,1,7.0,1.0,6.0,3.0,4.0,3,2.0,1.0,3.0,4.0,3.0,7.0,1,1,2,1,2,2,7.0,3.0,1.0,-1.0,1.0
1211,2,-1.0,-1.0,2,1,2,3.0,2.0,6.0,-1.0,5.0,3,3.0,1.0,1.0,4.0,1.0,7.0,3,1,1,2,1,1,3.0,2.0,1.0,1.0,1.0
1212,1,1.0,7.0,2,2,3,7.0,1.0,1.0,7.0,5.0,3,3.0,1.0,4.0,2.0,4.0,6.0,3,1,1,1,1,2,5.0,3.0,1.0,1.0,1.0
1213,2,1.0,7.0,2,3,3,7.0,1.0,1.0,7.0,4.0,1,3.0,1.0,2.0,4.0,3.0,7.0,3,3,3,-1,1,2,7.0,1.0,1.0,1.0,1.0
1214,2,1.0,7.0,2,2,3,7.0,1.0,1.0,7.0,2.0,1,3.0,1.0,1.0,2.0,3.0,7.0,3,3,2,1,1,2,7.0,1.0,1.0,1.0,1.0
1215,2,6.0,3.0,2,2,1,4.0,1.0,5.0,2.0,5.0,1,3.0,1.0,1.0,3.0,3.0,7.0,1,3,3,1,2,3,7.0,3.0,1.0,1.0,1.0
1216,2,2.0,4.0,2,2,1,4.0,2.0,3.0,7.0,1.0,1,2.0,1.0,3.0,3.0,3.0,7.0,3,3,3,1,2,2,5.0,4.0,1.0,1.0,1.0
1217,2,5.0,3.0,2,1,1,4.0,2.0,2.0,3.0,4.0,1,3.0,2.0,3.0,2.0,4.0,3.0,1,3,2,1,2,2,4.0,5.0,-1.0,1.0,-1.0
1218,2,2.0,7.0,2,1,1,7.0,1.0,3.0,7.0,5.0,1,3.0,1.0,4.0,3.0,3.0,7.0,1,3,3,1,1,1,4.0,7.0,1.0,1.0,1.0
1219,2,1.0,7.0,2,2,1,7.0,1.0,1.0,7.0,2.0,3,3.0,1.0,3.0,3.0,2.0,7.0,3,3,3,1,2,2,1.0,7.0,1.0,-1.0,1.0
1220,2,2.0,6.0,2,-1,3,6.0,3.0,5.0,2.0,5.0,3,3.0,1.0,3.0,2.0,1.0,7.0,2,3,1,1,3,2,5.0,2.0,1.0,1.0,1.0
1221,2,6.0,-1.0,1,2,2,-1.0,3.0,2.0,-1.0,3.0,1,2.0,1.0,3.0,2.0,3.0,6.0,2,3,3,2,1,2,5.0,-1.0,1.0,1.0,1.0
1222,1,3.0,7.0,1,2,3,7.0,1.0,1.0,3.0,5.0,3,3.0,1.0,3.0,1.0,3.0,7.0,1,3,1,1,2,2,6.0,3.0,1.0,1.0,1.0
1223,2,3.0,7.0,2,3,3,6.0,2.0,4.0,7.0,4.0,3,3.0,1.0,3.0,2.0,3.0,7.0,2,3,1,1,2,2,6.0,2.0,1.0,1.0,1.0
1224,2,1.0,7.0,2,2,3,7.0,1.0,4.0,7.0,5.0,1,3.0,1.0,3.0,2.0,3.0,7.0,3,3,1,1,2,2,4.0,1.0,1.0,1.0,1.0
1225,2,4.0,6.0,1,1,2,4.0,4.0,6.0,7.0,4.0,3,-1.0,1.0,3.0,2.0,3.0,7.0,1,3,1,1,1,2,5.0,2.0,1.0,1.0,1.0
1226,2,1.0,7.0,2,3,3,7.0,1.0,1.0,7.0,1.0,-1,3.0,1.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,1,1,-1,1.0,7.0,1.0,-1.0,1.0
1227,2,1.0,7.0,2,2,3,7.0,1.0,1.0,7.0,3.0,2,3.0,1.0,3.0,4.0,3.0,1.0,2,2,2,1,3,1,1.0,6.0,1.0,1.0,1.0
1228,2,1.0,7.0,2,1,3,7.0,1.0,7.0,1.0,5.0,3,3.0,1.0,2.0,3.0,3.0,7.0,3,2,2,2,3,3,1.0,7.0,1.0,1.0,1.0
1229,2,1.0,6.0,2,1,3,-1.0,3.0,-1.0,-1.0,3.0,3,3.0,2.0,1.0,1.0,3.0,1.0,1,1,2,2,2,2,-1.0,-1.0,1.0,1.0,1.0
1230,1,4.0,7.0,2,2,3,7.0,3.0,4.0,7.0,3.0,2,3.0,2.0,4.0,3.0,2.0,7.0,1,2,-1,-1,2,2,5.0,2.0,1.0,1.0,1.0
1231,-1,3.0,6.0,2,1,2,-1.0,-1.0,-1.0,-1.0,5.0,1,3.0,1.0,2.0,4.0,3.0,7.0,2,3,1,1,3,2,4.0,-1.0,1.0,1.0,1.0
1232,2,6.0,2.0,2,2,2,1.0,6.0,6.0,2.0,5.0,1,3.0,1.0,3.0,4.0,3.0,7.0,3,1,3,2,1,2,6.0,2.0,2.0,-1.0,1.0
1233,2,1.0,5.0,1,2,1,5.0,1.0,1.0,5.0,5.0,1,3.0,1.0,2.0,2.0,3.0,1.0,3,1,1,1,3,1,1.0,4.0,-1.0,-1.0,-1.0
1234,2,5.0,2.0,2,1,1,6.0,1.0,5.0,3.0,5.0,-1,3.0,1.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,1,2,-1,6.0,4.0,1.0,-1.0,1.0
1235,2,3.0,7.0,1,2,-1,7.0,3.0,5.0,7.0,5.0,3,3.0,1.0,3.0,4.0,3.0,7.0,3,3,-1,1,2,1,4.0,7.0,1.0,1.0,1.0
1236,1,4.0,4.0,2,2,3,2.0,2.0,2.0,5.0,5.0,1,2.0,2.0,3.0,3.0,3.0,6.0,1,3,1,1,2,3,3.0,5.0,2.0,2.0,1.0
1237,2,2.0,7.0,2,3,2,7.0,3.0,3.0,7.0,5.0,3,1.0,1.0,3.0,3.0,3.0,7.0,1,3,1,1,1,3,4.0,6.0,1.0,1.0,1.0
1238,2,1.0,5.0,2,2,2,5.0,3.0,1.0,5.0,4.0,1,1.0,2.0,3.0,2.0,3.0,5.0,1,2,-1,1,3,2,4.0,4.0,2.0,2.0,1.0
1239,2,1.0,7.0,1,3,3,6.0,2.0,1.0,7.0,5.0,1,1.0,3.0,3.0,2.0,1.0,1.0,1,1,1,2,3,3,2.0,6.0,2.0,2.0,1.0
1240,2,3.0,4.0,1,2,1,5.0,3.0,6.0,5.0,3.0,2,1.0,2.0,2.0,3.0,3.0,6.0,2,-1,1,1,2,2,7.0,5.0,-1.0,1.0,-1.0
1241,-1,4.0,5.0,2,2,2,4.0,2.0,5.0,6.0,5.0,3,2.0,2.0,3.0,2.0,1.0,7.0,3,3,1,1,2,-1,5.0,5.0,-1.0,2.0,-1.0
1242,2,2.0,5.0,1,2,3,-1.0,2.0,1.0,6.0,5.0,1,1.0,3.0,2.0,4.0,3.0,6.0,2,3,1,1,2,2,-1.0,4.0,2.0,2.0,1.0
1243,2,6.0,6.0,2,2,3,5.0,6.0,6.0,6.0,4.0,3,2.0,2.0,3.0,2.0,3.0,5.0,2,3,1,2,2,2,5.0,4.0,1.0,1.0,2.0
1244,2,5.0,6.0,2,2,2,4.0,3.0,1.0,7.0,5.0,1,1.0,1.0,3.0,1.0,4.0,7.0,1,3,1,2,2,2,5.0,5.0,-1.0,1.0,-1.0
1245,2,2.0,7.0,1,3,3,7.0,2.0,2.0,6.0,4.0,1,1.0,3.0,3.0,1.0,3.0,1.0,1,3,3,2,1,1,3.0,5.0,2.0,-1.0,1.0
1246,-1,3.0,4.0,2,2,2,4.0,2.0,1.0,5.0,5.0,2,1.0,1.0,3.0,2.0,2.0,7.0,1,2,2,1,2,2,4.0,4.0,-1.0,-1.0,-1.0
1247,2,2.0,7.0,2,3,3,6.0,1.0,1.0,7.0,-1.0,1,2.0,2.0,1.0,4.0,1.0,7.0,1,3,1,1,1,1,2.0,6.0,-1.0,5.0,-1.0
1248,1,3.0,5.0,2,2,2,5.0,3.0,3.0,5.0,3.0,3,1.0,1.0,2.0,3.0,3.0,6.0,3,3,2,2,2,2,5.0,3.0,-1.0,-1.0,-1.0
1249,2,3.0,6.0,2,2,3,5.0,2.0,1.0,4.0,5.0,1,1.0,3.0,4.0,2.0,2.0,4.0,1,3,1,2,2,2,3.0,-1.0,2.0,2.0,1.0
1250,2,1.0,4.0,2,2,2,6.0,2.0,1.0,7.0,4.0,3,1.0,2.0,3.0,1.0,3.0,6.0,3,3,3,2,1,2,2.0,5.0,-1.0,-1.0,-1.0
1251,2,2.0,5.0,2,1,2,6.0,2.0,3.0,6.0,5.0,2,2.0,1.0,1.0,3.0,3.0,7.0,3,3,2,1,3,2,5.0,4.0,1.0,-1.0,1.0
1252,2,2.0,6.0,1,2,3,5.0,1.0,2.0,5.0,4.0,1,1.0,3.0,3.0,1.0,1.0,7.0,1,3,2,1,3,2,3.0,-1.0,-1.0,-1.0,-1.0
1253,1,4.0,5.0,1,1,3,5.0,3.0,2.0,4.0,5.0,3,3.0,1.0,1.0,4.0,3.0,6.0,2,3,1,1,3,3,4.0,3.0,1.0,1.0,1.0
1254,2,3.0,7.0,2,2,1,6.0,1.0,2.0,6.0,5.0,3,2.0,1.0,2.0,2.0,3.0,7.0,1,3,1,1,2,2,3.0,5.0,1.0,1.0,1.0
1255,2,3.0,6.0,2,1,3,4.0,3.0,1.0,6.0,5.0,1,2.0,1.0,3.0,2.0,1.0,6.0,1,2,1,1,3,2,3.0,6.0,-1.0,-1.0,-1.0
1256,1,5.0,3.0,2,1,2,3.0,3.0,4.0,4.0,3.0,3,2.0,2.0,2.0,2.0,2.0,7.0,1,3,1,2,1,2,6.0,6.0,-1.0,5.0,-1.0
1257,2,2.0,7.0,2,2,3,3.0,3.0,2.0,6.0,4.0,3,1.0,2.0,2.0,4.0,3.0,7.0,1,2,1,2,1,2,3.0,4.0,-1.0,2.0,-1.0
1258,2,3.0,7.0,2,2,1,7.0,2.0,2.0,7.0,5.0,1,3.0,1.0,3.0,1.0,3.0,7.0,1,3,1,1,1,2,4.0,6.0,1.0,1.0,1.0
1259,1,2.0,7.0,2,1,2,5.0,2.0,2.0,6.0,5.0,3,3.0,1.0,3.0,1.0,1.0,7.0,2,2,1,1,3,2,3.0,5.0,1.0,1.0,1.0
1260,1,2.0,5.0,2,2,3,5.0,3.0,2.0,6.0,4.0,1,1.0,2.0,2.0,2.0,3.0,6.0,1,3,1,1,2,3,3.0,6.0,2.0,2.0,1.0
1261,-1,2.0,7.0,2,2,1,-1.0,-1.0,7.0,3.0,5.0,2,3.0,3.0,1.0,4.0,1.0,7.0,-1,-1,1,1,2,2,6.0,-1.0,-1.0,5.0,1.0
1262,2,3.0,5.0,2,3,3,6.0,2.0,2.0,5.0,3.0,2,2.0,3.0,2.0,2.0,3.0,6.0,1,2,3,2,3,2,4.0,6.0,-1.0,-1.0,-1.0
1263,2,-1.0,-1.0,2,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,2,-1.0,2.0,3.0,2.0,-1.0,-1.0,1,-1,-1,-1,2,-1,-1.0,-1.0,-1.0,-1.0,-1.0
1264,2,5.0,-1.0,2,2,2,-1.0,-1.0,4.0,5.0,4.0,2,2.0,2.0,1.0,4.0,1.0,7.0,3,3,1,2,3,-1,6.0,-1.0,-1.0,-1.0,-1.0
1265,2,2.0,7.0,-1,2,3,7.0,1.0,1.0,-1.0,4.0,1,3.0,1.0,3.0,1.0,1.0,7.0,1,3,-1,1,2,2,6.0,-1.0,1.0,1.0,1.0
1266,-1,1.0,5.0,-1,-1,3,-1.0,-1.0,1.0,6.0,3.0,3,2.0,2.0,2.0,3.0,3.0,7.0,1,3,-1,-1,3,-1,-1.0,-1.0,2.0,2.0,2.0
1267,2,2.0,7.0,2,2,1,7.0,2.0,3.0,7.0,5.0,3,2.0,2.0,3.0,1.0,4.0,7.0,3,3,1,2,2,3,2.0,7.0,1.0,1.0,1.0
1268,2,-1.0,5.0,2,1,3,5.0,2.0,1.0,5.0,3.0,-1,1.0,3.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,1,2,-1,3.0,5.0,2.0,-1.0,1.0
1269,-1,2.0,6.0,2,2,-1,5.0,4.0,1.0,7.0,5.0,2,3.0,1.0,2.0,3.0,3.0,4.0,-1,2,2,1,3,-1,4.0,6.0,1.0,1.0,1.0
1270,2,1.0,5.0,2,2,3,-1.0,2.0,1.0,5.0,5.0,1,1.0,1.0,2.0,4.0,3.0,7.0,1,3,1,1,3,2,3.0,5.0,2.0,2.0,1.0
1271,2,2.0,7.0,2,2,2,-1.0,-1.0,3.0,7.0,5.0,3,3.0,1.0,2.0,2.0,3.0,7.0,1,3,-1,-1,2,-1,-1.0,7.0,1.0,1.0,1.0
1272,-1,-1.0,-1.0,2,1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2,3.0,1.0,-1.0,-1.0,-1.0,7.0,-1,-1,-1,-1,-1,-1,7.0,-1.0,-1.0,-1.0,-1.0
1273,2,2.0,7.0,1,3,3,6.0,1.0,1.0,7.0,5.0,1,1.0,3.0,2.0,1.0,1.0,7.0,3,3,1,1,3,1,2.0,6.0,2.0,2.0,1.0
1274,2,6.0,4.0,2,2,3,2.0,5.0,3.0,6.0,5.0,3,1.0,2.0,3.0,3.0,1.0,7.0,2,3,1,1,1,2,3.0,6.0,-1.0,-1.0,-1.0
1275,2,4.0,4.0,2,2,3,4.0,4.0,1.0,7.0,5.0,3,1.0,2.0,1.0,2.0,1.0,5.0,1,3,1,1,2,2,5.0,4.0,2.0,2.0,1.0
1276,2,2.0,5.0,2,2,3,-1.0,-1.0,2.0,6.0,-1.0,1,1.0,3.0,3.0,4.0,1.0,7.0,3,2,1,1,-1,2,2.0,5.0,2.0,-1.0,2.0
1277,-1,2.0,6.0,2,2,3,-1.0,-1.0,1.0,6.0,4.0,1,1.0,3.0,1.0,3.0,3.0,6.0,2,3,1,2,1,2,2.0,5.0,2.0,2.0,1.0
1278,-1,3.0,-1.0,2,-1,3,-1.0,-1.0,2.0,-1.0,5.0,3,-1.0,2.0,2.0,3.0,1.0,7.0,3,3,1,1,3,2,5.0,-1.0,-1.0,2.0,-1.0
1279,1,3.0,2.0,2,2,3,4.0,2.0,3.0,5.0,4.0,2,1.0,2.0,1.0,3.0,1.0,6.0,3,2,1,1,3,2,6.0,6.0,2.0,2.0,1.0
1280,1,3.0,5.0,1,1,3,4.0,6.0,2.0,6.0,5.0,1,1.0,3.0,2.0,4.0,1.0,7.0,1,2,1,1,1,2,2.0,7.0,2.0,2.0,1.0
1281,2,4.0,7.0,2,2,2,7.0,2.0,4.0,7.0,5.0,1,2.0,1.0,1.0,3.0,2.0,7.0,1,2,1,1,2,2,3.0,7.0,1.0,1.0,1.0
1282,2,1.0,7.0,-1,3,3,5.0,2.0,1.0,6.0,5.0,1,1.0,3.0,3.0,1.0,3.0,1.0,2,2,1,2,2,2,2.0,4.0,2.0,2.0,1.0
1283,2,1.0,6.0,1,2,3,6.0,1.0,1.0,5.0,3.0,1,1.0,3.0,3.0,4.0,1.0,1.0,1,3,1,1,3,2,1.0,5.0,-1.0,-1.0,-1.0
1284,1,3.0,6.0,2,2,3,5.0,2.0,1.0,6.0,4.0,1,1.0,3.0,3.0,3.0,3.0,1.0,1,2,1,2,2,2,2.0,5.0,2.0,2.0,1.0
1285,2,1.0,4.0,1,3,3,3.0,1.0,1.0,3.0,5.0,3,1.0,3.0,3.0,3.0,1.0,2.0,3,3,3,1,3,1,1.0,4.0,2.0,2.0,1.0
1286,2,3.0,6.0,2,2,1,6.0,5.0,7.0,7.0,4.0,3,3.0,1.0,3.0,2.0,3.0,7.0,1,3,3,2,3,2,3.0,7.0,1.0,1.0,1.0
1287,2,3.0,5.0,-1,2,3,5.0,3.0,3.0,6.0,5.0,3,3.0,2.0,2.0,4.0,1.0,7.0,1,2,-1,1,3,-1,3.0,5.0,-1.0,-1.0,-1.0
1288,2,3.0,-1.0,2,1,3,6.0,2.0,2.0,6.0,5.0,3,3.0,1.0,1.0,4.0,3.0,7.0,1,3,3,1,-1,-1,4.0,6.0,-1.0,-1.0,-1.0
1289,1,6.0,1.0,2,2,3,3.0,5.0,5.0,2.0,4.0,2,1.0,3.0,2.0,2.0,3.0,4.0,1,2,-1,1,3,-1,5.0,5.0,-1.0,-1.0,-1.0
1290,1,4.0,-1.0,2,2,1,-1.0,-1.0,1.0,5.0,5.0,3,2.0,1.0,2.0,2.0,3.0,7.0,1,1,3,1,3,3,3.0,-1.0,-1.0,-1.0,-1.0
1291,2,3.0,6.0,2,1,3,5.0,4.0,3.0,7.0,3.0,1,1.0,1.0,3.0,2.0,3.0,7.0,1,3,1,2,2,3,3.0,6.0,-1.0,1.0,-1.0
1292,2,1.0,7.0,2,2,3,6.0,1.0,2.0,3.0,1.0,1,1.0,3.0,-1.0,2.0,-1.0,4.0,2,3,1,1,2,2,3.0,5.0,2.0,2.0,2.0
1293,1,3.0,4.0,1,2,3,4.0,5.0,6.0,4.0,3.0,2,1.0,2.0,1.0,4.0,2.0,7.0,3,3,1,1,2,2,5.0,4.0,-1.0,-1.0,-1.0
1294,2,4.0,6.0,2,2,3,-1.0,-1.0,3.0,5.0,5.0,2,2.0,2.0,5.0,2.0,3.0,7.0,2,3,2,2,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
1295,2,4.0,5.0,2,2,3,4.0,3.0,4.0,5.0,5.0,3,3.0,2.0,2.0,4.0,3.0,7.0,2,3,1,1,2,3,4.0,5.0,-1.0,-1.0,-1.0
1296,2,3.0,7.0,2,3,1,6.0,3.0,4.0,7.0,5.0,3,2.0,1.0,3.0,1.0,3.0,7.0,1,1,1,1,3,3,3.0,7.0,1.0,1.0,1.0
1297,2,2.0,5.0,2,1,1,3.0,2.0,6.0,-1.0,4.0,3,-1.0,1.0,3.0,4.0,3.0,7.0,3,1,1,1,2,2,7.0,6.0,-1.0,-1.0,-1.0
1298,1,2.0,4.0,2,1,1,5.0,2.0,1.0,7.0,4.0,2,3.0,2.0,3.0,2.0,3.0,7.0,1,3,1,1,3,2,2.0,4.0,-1.0,-1.0,-1.0
1299,-1,1.0,6.0,2,3,2,6.0,1.0,2.0,5.0,5.0,2,2.0,1.0,3.0,3.0,3.0,2.0,3,2,2,-1,2,2,-1.0,4.0,1.0,1.0,1.0
1300,-1,1.0,7.0,2,3,1,6.0,2.0,2.0,6.0,4.0,1,3.0,1.0,3.0,3.0,3.0,6.0,1,-1,-1,1,3,-1,3.0,6.0,1.0,1.0,1.0
1301,1,2.0,7.0,2,2,1,6.0,2.0,3.0,6.0,5.0,3,3.0,1.0,1.0,4.0,3.0,5.0,1,1,1,1,1,2,3.0,5.0,1.0,1.0,1.0
1302,2,3.0,7.0,2,1,3,7.0,4.0,4.0,7.0,4.0,3,3.0,1.0,5.0,1.0,3.0,6.0,2,3,3,1,3,1,4.0,7.0,1.0,1.0,1.0
1303,2,1.0,6.0,-1,2,2,6.0,1.0,1.0,7.0,5.0,-1,3.0,1.0,-1.0,-1.0,4.0,-1.0,-1,-1,-1,2,2,-1,3.0,7.0,1.0,-1.0,1.0
1304,2,1.0,7.0,2,1,3,6.0,1.0,6.0,2.0,5.0,1,3.0,1.0,2.0,4.0,4.0,7.0,3,2,1,1,2,3,6.0,2.0,1.0,1.0,1.0
1305,2,4.0,2.0,2,2,2,7.0,1.0,7.0,1.0,4.0,2,3.0,1.0,3.0,3.0,4.0,7.0,2,3,1,1,2,1,7.0,1.0,1.0,1.0,1.0
1306,2,1.0,7.0,-1,2,3,7.0,1.0,1.0,7.0,-1.0,1,3.0,1.0,-1.0,4.0,3.0,-1.0,1,3,-1,1,2,-1,7.0,1.0,1.0,1.0,1.0
1307,2,3.0,6.0,2,2,1,-1.0,3.0,2.0,6.0,5.0,-1,2.0,2.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,1,2,-1,-1.0,-1.0,1.0,-1.0,1.0
1308,2,4.0,6.0,2,1,2,6.0,2.0,4.0,6.0,5.0,1,3.0,2.0,3.0,2.0,4.0,7.0,3,2,3,1,2,2,4.0,7.0,1.0,1.0,1.0
1309,2,3.0,7.0,1,1,3,1.0,5.0,1.0,6.0,4.0,1,3.0,1.0,4.0,4.0,3.0,7.0,1,3,-1,1,2,3,5.0,2.0,1.0,1.0,1.0
1310,-1,1.0,5.0,1,-1,1,-1.0,3.0,2.0,7.0,5.0,3,-1.0,1.0,3.0,3.0,3.0,6.0,3,3,3,1,3,2,4.0,5.0,1.0,1.0,1.0
1311,2,4.0,7.0,2,2,3,6.0,3.0,2.0,7.0,3.0,1,3.0,1.0,4.0,4.0,3.0,7.0,2,3,1,1,2,2,4.0,7.0,1.0,1.0,1.0
1312,2,4.0,7.0,2,2,3,4.0,4.0,2.0,7.0,4.0,2,3.0,3.0,1.0,4.0,3.0,7.0,1,3,-1,1,2,3,5.0,5.0,1.0,1.0,1.0
1313,1,4.0,7.0,2,2,2,4.0,4.0,4.0,6.0,4.0,2,3.0,2.0,3.0,2.0,-1.0,7.0,2,3,2,1,2,2,5.0,5.0,-1.0,-1.0,-1.0
1314,2,2.0,4.0,2,2,3,5.0,1.0,2.0,7.0,5.0,3,3.0,1.0,2.0,3.0,3.0,7.0,3,3,1,1,2,2,3.0,6.0,1.0,1.0,1.0
1315,2,1.0,7.0,1,2,2,7.0,1.0,1.0,7.0,4.0,2,3.0,1.0,3.0,2.0,2.0,7.0,2,2,2,2,1,2,7.0,1.0,1.0,1.0,1.0
1316,2,-1.0,-1.0,2,2,3,-1.0,-1.0,6.0,2.0,5.0,3,2.0,1.0,2.0,3.0,4.0,6.0,1,3,2,2,2,3,3.0,3.0,1.0,1.0,1.0
1317,2,1.0,7.0,2,-1,-1,7.0,1.0,7.0,1.0,4.0,2,3.0,1.0,1.0,2.0,3.0,7.0,1,2,-1,1,2,3,1.0,7.0,1.0,1.0,1.0
1318,2,2.0,7.0,2,2,3,6.0,2.0,1.0,7.0,2.0,3,3.0,1.0,3.0,4.0,3.0,7.0,1,3,1,1,3,2,3.0,6.0,1.0,1.0,1.0
1319,2,4.0,6.0,2,2,3,6.0,3.0,4.0,7.0,5.0,3,-1.0,1.0,4.0,2.0,3.0,7.0,1,3,1,1,1,2,2.0,6.0,1.0,1.0,1.0
